"","t2_Ec_C.mzML","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t1_BS_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t0_BS_2.mzML","t4_Ec_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t2_Ec_3.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t2_Ec_2.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_Ec_C.mzML","t4_BS_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t7_BS_1.mzML","t5_Ec_2.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_Ec_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_Ec_3.mzML","t5_BS_1.mzML","t6_Ec_2.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t7_BS_3.mzML","t8_Ec_C.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t8_BS_C.mzML","t9_Ec_2.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"8555_512.337_6.26",3766,3766,3766,3766,3766,3766,30954.107,38234.203,14860.057,38265.316,10670.1875,16191.154,33338.56,17310.037,15754.221,15079.898,22521.234,12971.537,23648.945,14676.483,12574.6875,14266.926,15745.37,11025.201,3766,17429.04,14070.148,13140.695,14681.479,18719.55,11119.216,10741.082,15506.935,8714.805,3766,3766,12911.227,7828.245,22233.22,26873.385,19933.496,11887.093,23739.922,14042.49,12134.137,18146.752,12552.015,13552.711,20439.688,13373.396,13217.763,14291.887,12040.596,25553.133,21648.793,9065.765,9325.436,10180.206,14643.67,14606.951,8882.913,5295.964,5543.172,9811.209,11352.608,8434.796,6372.6235,6924.1123,14011.06,12942.911,4334.4844,6319.2236,8341.202,8284.44,6171.3203,8909.322,7085.1333,5988.996,4804.2207,10959.9
"8556_319.19_6.261",3766,3766,3766,3766,3766,3766,166957.2,175774.05,107219.09,134318.02,117956.45,151311.31,171896.61,140228.27,119629.83,141131.1,126764.25,149212.89,159763.34,111522.99,95825.1,151689,115461.414,113526.02,3766,116521.04,104666.695,97452.2,91191.89,140778.88,109032.63,86372.42,150566.6,85829.7,3766,3766,98857.99,74859.66,100791.84,97132.42,115958.055,27909.506,116066.53,96744.03,68590.99,91106.58,83311.28,86290.945,90061.14,79811.83,74896.01,68690.29,56496.105,110672.53,80900.86,45982.51,41313.53,45905.965,51152.516,42852.78,19408.916,22140.105,35468.855,29841.38,29059.564,26069.02,24155.047,26937.246,64441.594,67613.79,14071.155,12655.727,37558.438,18363.293,22481.484,36621.44,23514.068,25636.31,23470.986,37970.42
"8558_489.261_6.261",3766,3766,3766,3766,3766,3766,607393.25,590113,385800.75,472239.62,522558.62,650742,619940.4,509832.8,867401.1,678612.5,1008397.25,636832.2,1043757.4,491919.7,462569.3,946963.9,917316.9,878319.1,3766,922438.3,551009.9,540814,521989.84,996246,455540.5,503856.38,1073537.2,432940.47,3766,3766,862421.75,449270.75,743955.75,895158.06,953101.25,247531.08,988732.25,486859.94,417127.16,783713.94,429618.7,467600.97,720703.1,435713.8,703312.75,345796.75,389572.84,895396.7,754112.4,428082.5,379494.9,441143.03,482523.94,464744.28,336520.88,202049.05,333626.7,241274.69,276519.8,244242.97,226387.39,244180.38,475287.22,365583.75,224157.45,310486.75,331093.2,310677.75,184542.33,375973.1,202227.9,224229.58,188928.06,296410.8
"8559_540.368_6.26",3766,3766,3766,3766,3766,3766,1453047,1497040.4,847465.5,1013071.44,885519.2,1328898.6,1469532.5,1061375.2,1072220.5,1200170.6,1119393.6,1233009,1366333.2,944426.25,785926.6,1204924,1021799.9,1009367,3766,1014488.3,880137.25,812843.75,744782.25,1197743.1,809566.1,710408.3,1331884.4,698784.25,3766,5206.117,928218.9,627025.7,880386.2,887074.6,1058056.2,267594.97,1047359,791014.8,567885.25,829767.75,665824,706262,843117.25,634120.3,632752.2,428348.12,502788.66,919804.06,671571.44,434154.53,360000.94,421595.97,498861.88,415395.22,341776.66,224858.81,364660.75,266907.7,336168,269001.22,238906.45,308430.28,580104.25,515415.38,214164.55,255220.56,365231.94,255994.94,242268.47,366538.38,278024.84,287890.94,231447.61,368550.12
"8560_505.234_6.261",3766,3766,3766,3766,3766,3766,81132,76577.56,38692.14,51744.465,57704.844,82278.82,80006.06,48038.484,151005.33,99701.68,173888.3,86819.19,169849.72,49280.176,52515.14,173107.77,170961.06,156659.11,3766,154223.86,60334.117,56793.508,59595.336,168296.45,39260.184,59027.07,174565.97,47463.633,3766,3766,159560.03,48833.008,130652.03,161047.95,168918.08,32529.229,179121.56,46470.68,51409.484,158213.7,45539.812,48599.266,134517.89,47362.16,113175.28,33121.02,57960.633,169204.42,127671.234,73921.73,60211.15,83359.945,83925.02,86070.68,62148.12,28306.117,55346.76,34975.637,35451.938,34302.24,30216.549,28638.293,60550.734,38334.39,43496.72,47738.727,52869.47,42997.52,21618.314,49622.297,24023.43,25044.91,26479.51,31671.217
"8561_490.264_6.263",3766,3766,3766,3766,3766,3766,151104.28,140072.44,128597.86,150251.64,169490.86,154452.12,146068.45,161703.23,207718.95,162048.14,254795.17,151203.28,263339.12,156685.28,151564.48,222096.14,283260.03,216899.25,6219.205,228440.72,176444.36,170639.14,163023,243867.44,146337.5,164022.31,265728.2,139080.48,4875.884,17080.727,207647.25,143621.17,173313.02,219128.78,231855.62,78927.28,235079.67,156013.36,132309.17,194528.25,140151.84,150345.22,177540.16,138654.56,177017.1,111674.95,124691.06,228101.25,204176.36,110378.45,88360.984,104985.914,118770.79,117389.39,89086.99,64259.082,84000.84,76449.59,85743.81,77349.15,69655.06,78592.445,151817.03,117565.6,56823.617,72204.46,79733.1,71578.555,58816.383,121392.21,62955.03,69610.94,61289.387,95498.055
"8563_621.475_6.261",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19710.31,3766,3766,3766,3766,3766,3766,3766,3766,3766,9321.675,34661.285,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8565_558.378_6.232",3766,3766,3766,3766,3766,3766,10921.727,41620.53,4084.3096,5484.542,4892.9214,30540.926,16014.407,44070.664,3766,7820.918,8698.592,7056.232,17973.672,3766,3766,175006.4,3766,12987.561,3766,7515.0283,7220.404,4867.6396,3766,29196.871,31939.4,3766,13926.746,5727.3604,4728.125,3766,10406.083,3766,36432.285,12817.924,69356.93,6285.124,54500.88,4997.39,15993.292,4549.4976,15150,19048.389,5646.6543,30121.518,3766,4993.9346,44974.86,17494.96,3766,6194.9634,21076.186,6627.35,6916.644,5161.815,10433.784,3766,5029.815,3766,25900.598,5119.5293,4751.082,4999.1895,54904.5,10392.731,3766,10717.23,4403.767,19983.38,5916.161,15321.688,39295.453,30745.352,15036.169,28418.574
"8566_437.193_6.318",3766,3766,3766,26751.088,3766,3766,4884.296,12880.355,3766,3766,3766,3766,8660.307,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7145.6274,3766,3766,3766,3766,3766,3766,3766,3766,3766,93140.88,30387.562,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8567_467.279_6.264",3766,3766,3766,3766,3766,3766,224171.83,235170.08,126648.66,161315.72,129893.37,204225.31,210702.77,168894.06,174602.77,192836.44,188979.81,196037.33,227667.61,140395.55,110112.43,235014.48,173239.98,162853.44,3766,176292.27,119613.67,121243.24,108464.33,199004.42,130550.49,105177.65,102352.84,102770.4,3766,3766,127904.12,87265.73,148521.66,155016.39,171672.02,34846.293,175008.19,119538.375,81368.31,141756.9,100234.88,105800.37,114970.86,101091.766,100377.17,76361.26,69471.81,162738.48,125263.84,75879.92,68415.74,64091.637,85724.97,60118.316,44124.34,25529.076,50190.5,32684.72,39755.887,32515.39,30839.822,40337.023,86148.91,82777.17,29969.045,50276.31,51362.727,50885.867,33099.33,52838.19,30144.592,30983.371,29216.451,53057.6
"8570_497.279_6.325",3766,3766,3766,4792.9375,3766,3766,4913.911,5217.6343,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,73903.29,3766,3766,3766,3766,3766,3766,3766,3766,3766,26221.566,106669.61,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8571_519.262_6.335",3766,3766,3766,3766,3766,3766,5251.953,5819.992,3766,3766,3766,3766,5922.5977,3766,3766,4083.7139,3766,3766,3766,3766,3766,3766,3766,3766,34265.68,3766,3766,3766,3766,3766,3766,3766,3766,3766,15105.103,59430.99,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8577_624.847_6.266",104665.48,103036.65,89646.59,23931.957,84417.75,63225.906,90231.234,22366.723,11551.051,10769.773,10713.669,62327.125,75193.94,9929.821,146823.94,126642.28,59655.297,76407.73,101204.734,9002.707,10699.459,85639.81,115801.25,100522.53,3766,117933.71,10965.828,6991.4365,10351.222,136589.19,5109.5474,9847.285,87268.84,8974.758,3766,3766,118870.31,7914.184,67806.83,65278.03,124863.195,18713.955,73273.84,8625.384,9886.597,79672.03,7150.21,9298.534,135510,9531.321,30269.455,8192.767,13271.045,65654.35,19848.285,100729.734,77710.22,74724.06,80304.62,134693.34,98000.53,12274.777,40913.176,15111.787,18485.629,19551.686,16594.984,15849.648,8033.366,8906.634,78909.164,28246.273,79549.08,51928.465,14973.277,90810.125,18152.244,18984.65,17717.246,12790.223
"8582_430.914_6.275",404740.66,413654.25,360190.22,159808.55,310985.28,407695.12,340196.62,204962.22,54287.875,57756.19,48114.062,351812.53,226714.77,54754.543,392656.7,498400.22,416391.03,353240.06,385956.75,40664.816,55932.95,424665.06,346973.28,434376.25,13356.199,432765.25,54025.89,41757.492,57507.84,401237.84,32294.217,56738.207,395488.4,45214.562,11113.208,6807.0464,450595.56,54422.973,411863.06,464046,423762.3,81959.914,452361.62,42164.01,51731.688,386871.3,45473.965,47389.62,226149.84,49915.543,306315.84,45314.15,68684.27,197163.94,323003.4,319709.22,319718.53,332908.4,310296.53,454951.16,356674.97,65132.086,319508.5,68596.914,79457.49,91749.97,83223.56,83985.35,53584.28,43480.07,530874.4,530811.25,340614.78,105891,67054.08,277567.2,93500.61,88142.71,93404.65,62261.125
"8590_475.297_6.27",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,332814,3766,3766,3766,3766,3766,3766,3766,3766,3766,61553.7,263094.12,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8591_492.323_6.27",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,76575.51,3766,3766,3766,3766,3766,3766,3766,3766,3766,30754.63,156324.9,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8592_488.301_6.29",3766,3766,3766,316989.5,56883,3766,28482.496,56435.1,3766,3766,3766,3766,27082.324,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,25366.652,3766,3766,3766,3766,3766,3766,3766,3766,3766,489286.28,148123.08,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8594_634.876_6.267",143026.89,142318.8,148170.47,37159.285,75261.76,138331.16,100521.305,45592.926,15390.465,17692.79,13862.281,108860.91,76168.164,14392.812,138211.92,150811.78,105852.24,118366.24,138870.3,13011.742,17685.836,143671.31,129034.945,127905.445,3766,146230.61,17718.824,13032.881,17936.41,150686.17,9306.679,19039.295,147558.64,14750.256,3766,3766,35343.215,19482.506,65093.004,107112.36,78615.69,25898.156,116429.57,14097.373,16685.54,173786.88,11958.786,14385.774,76132.3,15714.862,34216.594,14787.926,23515.094,139180.92,58914.07,98126.414,72559.74,106468.56,101001.195,110166.67,71351.84,19050.479,110502.43,22465.592,24032.695,30147.14,26189.684,24464.219,19293.133,12156.953,84421.2,68013.2,108274.305,69829.48,17710.752,36848.51,26748.361,33005.297,27613.486,17753.299
"8596_270.315_6.298",3766,3766,3766,3766,3766,3766,8811.531,24795.676,53195.69,24764.562,8563.25,5973.378,9346.254,257521.25,3766,3766,3766,3766,3766,9769.511,6985.0845,216754.48,3766,3766,3766,3766,3766,3766,3766,3766,25014.457,4205.2705,5426.7656,3766,3766,3766,3766,3766,3766,3766,3766,51933.59,5636.083,3766,3894.002,3766,3766,3766,3766,6223.6514,3766,4439.4043,5004.879,4732.032,3766,3766,16971.1,13947.6,3766,3766,3766,53008.766,3766,22192.033,121298.03,52171.184,88941.734,60003.625,3766,3766,3766,4301.0015,3766,4605.5366,71016.95,24254.209,82485.88,81514.88,15427.421,26882.39
"8597_548.386_6.329",3766,3766,10173.088,139110.12,20125.43,5509.8394,46429.41,34349.406,15286.662,21148.809,12582.011,46809.31,46329.066,15290.93,3766,43079.473,6957.991,27155.36,6286.6562,5291.952,27910.836,3766,3785.1897,5170.304,1575772,5642.843,3766,3766,3766,6800.275,3766,3766,5316.165,3766,723345.6,2641358,3854.1943,3766,7366.458,3929.5327,4974.102,3766,5324.8857,3766,3766,3766,3766,3766,6129.732,3766,3766,3766,3766,3766,3766,4973.2383,4117.3506,3766,5103.651,4064.936,4207.1807,3766,6613.8037,3766,3766,3766,3766,3766,3766,3766,11685.312,3766,11845.597,3766,3766,3766,3766,3766,3766,3766
"8600_366.3_6.211",3766,3766,3766,3766,3766,3766,7174.9194,6555.645,3766,3766,3766,5762.26,7243.0117,3766,4451.506,3766,3766,5713.042,7923.161,3766,3766,3766,3766,3766,94955.31,3766,3766,3766,3766,6283.1743,3766,3766,6591.8003,3766,84146.484,87501.35,3766,3766,5454.1553,10669.862,4963.5283,3766,11662.006,3766,3766,4013.076,3766,3766,5989.6655,3766,5114.72,3766,3766,6006.3784,6132.166,3766,9246.316,3766,3766,3766,9286.542,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6152.493,6045.9883,6071.034,3766,7810.958,3766,3766,3766,3766
"8601_457.399_6.273",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,150846.08,3766,3766,3766,3766,3766,3766,3766,3766,3766,120800.71,108529.62,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"8602_828.809_6.27",61573.418,21786.357,32238.26,3766,18284.258,37851.887,8276.365,3875.5298,3766,4479.469,3766,28901.143,7712.351,3766,8881.691,26431.355,28487.557,31159.383,42799.984,3766,3766,27493.307,33471.8,19114.35,3766,16485.55,3766,3766,3766,42713.6,3766,4195.2217,29444.525,3766,3766,3766,34664.395,3766,13271.946,22249.729,15473.13,7221.1177,35879.957,3766,3766,35552.35,3766,3766,16271.949,3766,8570.785,3766,3766,14731.34,20641.207,11298.91,21571.477,8925.741,17338.027,28864.875,16096.531,5413.7207,12658.708,5757.5703,5576.4985,4532.119,7201.223,5756.4683,3766,3766,15509.551,7002.999,12026.906,6023.851,3766,7931.1807,5246.5327,5438.9844,7237.527,3766
"8604_600.425_6.309",3766,3766,3766,3766,3766,3766,45111.41,38359.883,18404.695,21959.83,14148.071,76087.01,20040.09,19219.69,34023.367,41937.48,50361.496,16045.398,48593.05,12217.392,8514.6,46188.465,37387.95,39862.734,3766,34873.68,11046.117,12482.286,14322.165,48505.98,12155.946,7248.3066,53117.406,11214.8,3766,3766,33797.094,9100.862,14336.888,35390.273,39422.566,4473.555,44012.434,15452.451,9865.328,14855.357,12714.25,10351.514,13342.354,9981.107,21148.004,7344.627,7452.597,32824.637,26360.842,15050.458,11665.252,9513.177,16631.586,13793.154,12258.15,3766,8733.584,3766,3766,3766,3766,3791.4824,9712.035,10246.646,3974.232,7849.2603,10201.397,7219.583,3766,8593.94,3766,3766,3766,4459.799
"8610_498.901_6.277",256332.9,276033.16,226118.69,93430.48,166607.03,263115.03,215858.33,120964.47,37000.31,31522.39,32898.6,244778.23,172224.66,32531.229,251080.78,282902.75,152574.64,213450,239420.2,27956.656,38746.29,277702.97,219123.06,255091.48,4951.0605,204759.1,34240.434,26394.55,36813.055,257719.27,18753.244,39339.44,256304.84,28629.14,7529.016,3766,301501.62,36290.613,126730.234,173972.03,281369.12,48175.715,295993.12,18538.81,34812.15,238377.9,26837.594,28347.855,256148.44,30701.945,171695.52,30500.787,44684.375,141107.78,113956.164,170480.8,198922.1,333711.66,193307.16,199963.78,201734.88,38172.1,227575.7,45854.332,50192.37,53531.39,50097.617,50238.695,34814.477,26373.465,203321.73,111256.836,49617.16,106208.13,39421.652,165594.94,57885.31,63388.71,58731.035,38317.273
"8611_488.872_6.284",162410.95,163242.3,143702.75,78651.24,93933.11,159284.69,120593.74,24414.236,18068.428,18354.006,15573.587,112861.06,85364.734,16409.51,146145.45,139261.6,143940.58,149865.12,152487.22,13816.584,16303.88,232289.83,119572.695,163065.06,4464.2407,70905.73,15545.186,13781.176,18084.623,202774.78,11659.745,14631.818,153928.42,14036.3,3835.7224,3766,157703.02,16530.996,146892.92,156301.92,227865.53,30765.953,107116.07,15077.253,14776.746,121435.164,13031.21,14383.008,160069.7,16286.736,65313.582,11150.606,16471.387,71812.06,136356.38,132718.25,76406.51,128887.734,132232.14,128986.59,134547.69,24633.287,138906.83,27868.365,28345.215,30239.281,25033.068,29976.377,14065.754,13723.013,142427.77,111779.336,119482.33,125177.24,25994.36,123434.86,31531.797,33672.34,29523.242,9557.963
"8612_753.466_6.276",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18025.295,41955.02,7130.1445,15928.812,16959.312,25397.15,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,25763.846,16804.955,19525.904,3766,21227.746,13258.99,3766,4645.325,3766
"8616_556.86_6.273",116460.19,58842.504,117685.63,55198.26,104300.01,127870.94,89037.26,25464.8,13749.678,15850.428,11301.201,95448.69,64218.46,12684.362,114900.71,155871.12,92237.85,116383.57,120185.875,10780.155,15684.525,187575.56,98187.03,117437.59,3766,60790.863,13743.882,10050.632,13706.883,128639.96,7450.944,13514.115,80649.84,10297.306,3766,3766,39015.094,11737.931,59894.914,70745.94,118392.43,25011.18,113882.55,10793.991,12655.859,80544.39,9814.399,8971.724,121454.45,13181.543,103521.99,9400.709,16117.622,125062.375,26949.5,89566.305,96902.75,195057.62,46172.54,102620.664,98574.84,19457.6,86987.31,22210.69,22417.977,21906.785,22019.41,20169.824,10826.674,9791.237,92867.516,30146.324,111807.61,54807.273,19774.621,77553.19,23220.676,23532.559,21402.41,16010.28
"8619_1102.635_6.302",3766,6300.224,4587.124,5134.245,3766,3766,3766,3766,44777.617,49141.984,46228.586,3766,3766,102961.06,8591.055,3766,3766,3766,3766,37103.055,35304.03,3766,3766,3766,16968.836,4371.3887,95658.9,94065,88946.11,3766,33818.645,46933.363,3766,39679.977,23967.004,12472.6,3766,72503.05,19487.31,4758.6104,12256.767,26028.236,3766,99541.766,80214.01,11394.869,96001.23,112750.555,3766,101927.01,3766,82037.53,82968.27,13126.259,3766,3766,3766,3766,3766,3766,3766,24540.904,3766,29202.691,63158.81,63392.844,31212.904,25047.898,40184.883,93339.69,3766,3766,3766,3766,25988.32,3766,118270.164,76690.91,30875.025,25089.83
"8620_254.248_6.28",3766,3766,3766,3766,3766,3766,45229.1,51407.99,55499.105,45742.246,63463.684,57525.164,52982.54,75064.67,60127.047,47982.152,51782.36,48380.24,71375.96,60249.08,53135.844,70472.6,54740.098,51137.75,3766,47643.85,66052.7,52759.086,46667.508,65063.43,77821.52,15515.883,71283.234,63669.195,3766,3766,53098.24,44986.133,43574.59,52232.43,51893.867,22677.941,56775.105,55714.113,40474.355,46307.61,52198.36,55979.86,39991.266,49342.61,49290.65,35926.242,38969.305,57893.598,42882.27,32177.602,26696.576,33658.97,34190.25,35240.35,22265.066,21525.79,23706.05,22560.068,22288.098,20571.6,19785.584,26348.371,51468.363,44587.906,13320.129,16715.938,24891.43,14019.372,17689.645,19800.78,17773.28,12335.227,16080.432,27614.611
"8621_702.863_6.264",106834.88,55205.89,91485.18,16233.129,65814.03,107066.4,51956.965,18909.059,11290.998,7634.314,11703.215,77130.17,32405.158,11514.228,94555.81,79261.53,64395.2,81900.2,92422.32,8335.338,13505.157,84024.414,70691.42,92909.484,3766,60152.973,12295.136,9202.843,12145.1455,58618.223,6645.2603,13115.555,92271.805,10176.198,3766,3766,112436.516,14612.767,18525.502,47098.195,74983.07,20193.727,78842.125,10208.263,11604.701,102899.914,8987.494,9392.063,53145.29,12426.784,24771.414,11874.634,17523.121,47361.918,31166.754,44439.71,48476.258,58063.777,53903.875,81707.32,52249.68,14888.699,38762.516,15649.768,17454.408,22205,19266.533,15013.192,15261.975,9637.848,80553.06,45879.777,48279.77,44338.152,11795.897,24004.396,20294.176,23021.598,16733.975,5547.5376
"8622_493.28_6.272",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11220.677,3766,3766,7444.2783,3766,3766,3766,3766,3766,3766,3766,3766,3766,16594.078,3766,3766,3766,3766,3766,3766,13640.944,3766,3766,3766,3766,3766,3766,3766,3766,3766,15406.288,3766,3766,3766,3766,3766,3766,3766,11140.939,4073.2524,3766,3766,3766,3766,11177.266,3766,3766,7236.9985,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3921.4644,3766,15913.311,3766,3766,3766,3766
"8623_1080.653_6.292",3766,16331.766,15035.884,14663.989,3766,3766,3766,3766,511732.3,179007.48,168814.06,3766,3766,157041.64,23178.885,5612.6206,3766,3766,5758.295,164499.72,152601.62,9274.774,3766,3766,88751.84,10438.315,163265.47,148556.28,173822.42,3766,140711.14,174121.69,3766,159777.03,93306.516,70279.09,3766,174217.17,47196.875,12474.087,31676.373,249379.56,3766,156752.84,188626.92,25776.354,109954.7,143727.48,3766,149018.62,3766,129485.016,161619.58,31480.096,3766,3766,3766,3766,3766,3766,3766,255762.17,7361.19,256894.97,101835.55,251319.94,422855.88,258453.56,171376.25,133283.78,4663.6323,3766,3766,3766,282549.25,3766,452980.22,268977.97,426799.84,102004.84
"8625_242.248_6.328",3766,3766,3766,3766,3766,3766,48898.64,209734.52,232880.11,65399.812,74173.44,192546.56,182344.89,287715,233576.12,161010.94,58619.31,192305.34,252315.12,285739.78,286953.3,73200.93,192474.36,204307.11,3766,57033.586,75301.64,72602.6,281298.22,194443.72,76895.734,77374.234,79576.875,77063.25,3766,3766,54626.35,62556.32,55624.176,211553.47,192396.08,122726.13,225720.97,68408.76,54835.41,184891.81,316568.5,296226.88,126477.78,62610.977,181997.31,45586.227,261294.19,233277.97,174846.16,141259.73,144033.02,138286.88,166157.03,145286.16,26749.04,24961.178,31854.44,138318.77,26521.4,137249.45,25109.791,130381.09,59945.062,51171.44,108363.39,21856.92,89688.66,73546.8,19665.85,25647.99,106277.95,115246.32,19479.748,33197.49
