"","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_BS_2.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t0_BS_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_BS_C.mzML","t7_BS_1.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_BS_1.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t7_BS_3.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t8_BS_C.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"11188_355.282_7.681",59548.07,20512.768,6747.686,25087.951,40433.473,63219.848,54121.46,58605.35,260420.84,20290.658,27126.36,25784.057,27191.162,25664.93,15515.615,11198.702,31680.74,32001.145,13310.099,38075,35371.406,58679.875,58435.977,31820.656,56856.86,49078.973,44317.02,38294.027,38996.223,37480.133,13408.989,40915.57,21207.326,51934.64,55278.668,59452.105,62445.18,31810.268,56749.38,61010.867
"11192_446.887_7.717",19029.21,46112.8,3766,4194.91,5859.633,37932.145,22545.918,39878.57,43480.88,3766,27723.734,57135.44,281414.12,41872.355,55065.89,45428.703,5794.8027,7803.403,59226.445,23137.43,45237.223,61307.633,33106.426,15136.415,277698.72,64115.3,37387.516,38969.984,12448.583,49823.88,41736.83,25923.688,36725.566,50970.45,64820.684,15977.191,51964.55,29866.236,38837.465,39479.92
"11197_760.822_7.713",81275.81,132658.97,49984.6,644036.3,126519.68,97508.81,126986.82,137937.44,122358.055,35186.87,131767.95,92700.39,85303.234,136227.38,126678.51,122997.7,80896.88,28192.275,101910.17,146916.98,40018.08,134284.25,135594.1,48610.305,75960.016,133348.53,92837.234,134679,125784.66,129375.36,126315.89,124885.39,136071.16,115781.414,133825.77,128394.73,82995.49,61458.668,106241.68,112932.42
"11200_896.796_7.712",64849.246,84211.37,13643.092,8921.549,32530.592,90520.32,62391.38,86187.97,73594.29,3766,90323.33,44320.27,22905.629,78133.91,93258.664,78405.68,11932.6875,6011.4136,91350.914,90659.86,37190.457,89822.16,34562.75,25939.676,68077.9,89761.875,75599.9,79724.34,90598.18,77438.83,27573.621,53239.547,77100.984,6589.4697,82979.19,40540.04,37446.246,17899.08,40704.633,26947.494
"11203_657.363_7.696",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7651.7827,10516.88,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11205_816.631_7.698",3766,3766,32905.63,5320.8735,6857.158,3766,11778.554,3766,3766,49273.926,3766,3766,3766,3766,3766,3766,23104.098,16184.932,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11207_1317.291_7.71",3766,451404.72,3766,76649.305,82058.31,3766,62106.355,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4450.376,5365.063,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11210_1110.788_7.734",78949.6,61630.652,3766,21371.092,48534.094,137336.58,64506.844,81710.75,42764.562,3766,93356.58,87170.734,70943.05,91675.734,61965.18,86037.016,3766,3766,99960.09,46743.984,291589.06,108821.79,78412.91,367954.53,105214.37,93871.6,96297.95,97271.03,44525.977,15973.233,79455.82,51432.29,78409.48,48187.418,111581.37,41248.176,52587.29,65680.734,69557.125,48391.51
"11214_399.308_7.692",74281.77,25198.523,36504.81,38050.727,93152.2,33472.7,59584.88,63290.727,71431.54,4765.079,67679.47,13525.18,81590.28,75754.87,19911.195,33020.65,22926.117,34784.414,24196.564,53146.586,78164.84,25912.39,27938.979,73321.516,77083.54,615863.7,55153.85,26409.822,75763.88,68882.16,76082.305,375425.38,77103.37,15359.23,75642.15,342257.88,21458.473,73749.37,46067.977,54464.88
"11220_413.323_7.697",34191.3,19561.178,4567.3784,4843.293,15275.418,16263.42,12283.081,8791.285,35748.668,3766,7750.8438,29206.145,73201.97,31466.906,23319.863,33780.93,5501.366,3766,28675.715,21109.404,32974.79,30142.645,12478.299,28458.357,27042.611,31959.26,24874.693,42208.316,9787.865,16010.089,4143.285,13212.552,15143.992,32761.738,62106.277,38806.28,16905.76,4876.87,6212.752,21381.02
"11222_974.813_7.742",151557.88,122068.42,22706.707,100524.74,101081.75,105333.6,106113.14,151018.94,141697.19,3766,155990.38,172707.92,169803.47,157329.25,161319.08,55926.3,22571.223,4088.819,170816.92,38181.57,172070.11,174315.53,84308.87,119050.22,188951.92,196297.39,180244.12,108353.36,91947.45,105248.945,132102.7,126045.125,115060.77,155658.4,180534.08,111854.31,194364.17,110811.695,130342.23,132748.17
"11224_674.39_7.696",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19186.262,34976.17,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11225_730.452_7.694",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,122932.88,231092.02,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11229_692.834_7.709",167485.28,159266.69,59024.78,161256.33,150938.66,166372.08,149801.03,164576.28,161820.78,65065.42,161382.1,163431.56,156192.02,163234.25,158107.17,69945.6,43581.87,24328.215,165175.17,125610.8,159456.16,161642.36,111145.65,150471.28,147574.77,163925.05,102713.2,162816,182119.7,167131.38,160203.45,446829.2,165718.69,153713.42,118333.3,468662.34,143495.38,140740.77,153566.48,152135.89
"11238_416.388_7.732",3766,3766,3766,3766,3766,3766,60373.965,3766,3766,3766,3766,3766,3766,31010.34,3766,3766,3766,3766,3766,3766,3766,3766,3766,9023.124,17725.717,3766,14413.862,3766,3766,14896.6455,6383.4,24672.758,9747.393,21645.184,3766,3766,3766,3766,3766,3766
"11242_1001.206_7.715",242072.06,299479.72,3766,32970.168,18362.809,186748.67,14644.712,205336.58,150616.1,3766,1015129.8,3766,3766,83047.01,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11244_457.349_7.702",112296.83,30014.74,60806.71,33621.13,60274.594,322291.3,159703.66,49186.316,30562.617,9069.983,61484.92,44094.41,61030.7,214614.39,313613.7,66184.34,22890.334,15320.979,41743.484,344329.4,256952.27,42684.855,9253.038,35730.547,47072.56,210210.11,54510.33,58774.23,22551.703,28712.174,60770.77,25331.812,59532.695,5499.363,15262.207,253018.48,20958.896,418947.25,28826.168,249554.48
"11247_1042.8_7.748",99925.234,96327.87,9543.088,57250.688,31966.543,121988.82,59680.637,75265.25,110648.82,4996.837,123235.97,44043.797,133998.9,86336.64,52152.094,171696.81,3766,3766,133532.31,46554.59,67548.29,138202.25,139197.23,39752.164,37918.14,125925.59,134660.89,84093.7,84036.69,53657.08,56692.52,150839.5,97751.8,122484.9,160336.67,90021.78,45127.7,34905.887,101661.54,93889.87
"11250_1246.763_7.746",65273.05,23291.59,3766,6224.9976,9176.742,51909.28,4131.55,45769.14,21816.86,3766,56742.637,13774.074,60102.61,78691.125,75611.32,146245.62,3766,3766,59318.28,15211.246,44110.305,64777.566,117175.695,66079.54,37176.863,27562.176,33932.883,8307.763,17973.527,7834.742,33933.855,20869.574,21100.154,51312.242,84556.17,24325.992,21347.11,13174.965,10745.974,10076.219
"11252_1075.225_7.732",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5540.3574,3766,3766,118786.54,218666.17,144661.47,107198.89,1432203.1,445993.28,3766,3766,3766,3766,3766,3766,316713.72,317264.97,3766,3766,3766,3766,3766
"11255_896.796_7.724",64849.246,83349.99,30172.883,87285.77,28420.412,82505.51,58153.77,463183.72,80344.88,3766,89320.49,34731.83,14363.002,70343.516,90493.055,42484.844,34415.527,7635.403,89761,161326.28,37190.457,90335.88,312758.56,109679.695,81542.57,23929.576,84020.72,258579.83,94771.23,84829.26,34674.4,76027.9,266498.84,73023.375,72886.61,49316.2,46185.883,17899.08,39219.945,38709.906
"11257_298.347_7.687",3766,3766,3766,3766,30282.2,13718.8,7534.2744,35171.13,10298.191,3766,4047.4526,3766,9423.159,26612.666,46595.434,14351.147,3766,11624.711,31206.047,27327.291,16543.508,68663.7,3766,21176.09,17456.5,171352.98,29949.82,6381.971,24345.893,49537.527,33881.98,85323.086,52539.125,17163.484,3766,76076.266,8800.309,7328.266,3766,13968.148
"11260_901.585_7.691",3766,3766,3766,3766,3766,3766,53808.617,3766,3766,3766,3766,3766,3766,10788.29,3766,3766,3766,15872.467,3766,68283.45,3766,3766,3766,6823.838,33338.94,3766,31428.59,201263.47,49894.082,210199.95,200645.81,443917.88,114291.32,47602.3,3766,394850.1,633458.06,702945.75,288397.75,472318.94
"11270_634.876_7.762",556366.44,490185.2,243436.77,1880472.5,414152,545582.6,437659.34,559137.25,535170.8,54855.625,579763.44,629407.56,616593.9,568163.5,586953.94,569498.6,202402.48,93297.164,611457.1,466703.62,605817.3,624138.56,623218.9,627285.4,617150.9,659560.8,659913.6,474225.97,481076.12,462328.78,524238.1,507102.6,521725.6,612782.5,633987.9,486534.94,1405052.4,472388.3,522530.6,520788.7
"11272_685.435_7.721",673923.44,583340.56,4126084.8,4651561.5,452433.75,715282.94,613676.7,668145.56,553058.5,4973365,556056.4,564509,585286.94,610222.8,575357.6,3953478.5,492974.25,333546.06,428937.1,939030.3,535850.44,474050.34,2575925.8,2838152,722269.25,598305.75,331297.12,444440.7,1308480.9,464727.47,646377.6,887210.25,1264494.2,7591.641,8916.075,452129.84,545385.56,1394497,1374618.8,1040809.25
"11273_964.784_7.735",17957.818,115604.555,3766,47998.363,59456.812,22431.389,64607.902,69014.53,50488.89,4314.0913,75631.12,58076.45,65556.11,70677.24,30578.443,7149.531,9688.514,3766,55775.793,20898.43,61631.84,75318.484,5921.288,18211.383,72289.195,44618.035,73781.23,40824.438,52413.26,71505.734,53076.387,54844.2,71059.33,59944.26,39492.6,27265.592,53219.52,35523.07,13936.143,26549.213
"11274_1054.297_7.749",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,106022.45,172726.53,151378.66,128351.92,1797573.2,381405.62,3766,3766,3766,3766,3766,3766,261159.34,376500.94,3766,3766,3766,3766,3766
"11278_1002.208_7.732",1266883.6,48085.47,3766,24765,11907.141,184967.83,38205.266,207205.2,97820.61,3766,196588.38,3766,3766,106166.12,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11279_1314.751_7.747",5706.71,11008.259,3766,3766,3996.876,3766,12269.236,20316.303,5726.3115,3766,19003.57,104885.234,5240.453,11140.578,22499.559,7636.9043,3766,3766,21340.695,5161.018,90806.83,26832.379,11247.116,20745.498,35778.348,55426.953,81878.7,8333.843,4673.2373,5961.608,5159.4375,23054.787,31592.094,24012.176,29985.186,7205.5312,6644.3604,3766,19547.23,5052.1143
"11280_1300.322_7.728",3766,74156.03,9845.662,208343.28,168037.8,3766,451897.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11291_469.925_7.732",145915.36,14903.291,3766,13542.287,26290.996,31633.006,8243.189,11324.604,34780.98,3766,150494.19,40960.504,50267.86,21178.533,203380.33,46653.508,6889.789,3766,27964.79,11649.823,51090.45,201098,50874.855,30597.838,40166.844,42186.133,50762.35,21064.564,7696.462,38142.87,34389.227,40198.35,18631.883,42092.973,57457.707,18037.334,25744.355,6778.945,15453.575,14556.16
"11293_1055.297_7.731",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6597.1367,3766,3766,103142.445,59577.652,67360.11,20175.254,1890737.4,382547.8,3766,3766,3766,3766,3766,3766,334343.78,360986.1,3766,3766,3766,3766,3766
"11295_974.813_7.758",153106.08,124437.45,14414.867,42428.17,100585.6,120665.08,107863.74,149423.48,143572.19,6658.2974,145871.81,172059.94,171340.69,155349.94,155078.2,55926.3,12169.617,4088.819,181932.34,62292.367,177524.05,181449.86,113157.08,147909.7,192667.83,191232.31,181436.11,108886.17,104240.69,108621.29,134562.34,129443.85,131111.27,183319.88,161043.3,113043.83,122479.97,123603.11,123233,138504.56
"11298_304.3_7.709",37552.34,51351.547,23831.232,12195.461,44615.184,36585.195,25918.664,47546.414,21849.008,21259.973,56683.953,40839.652,18421.486,51781.88,31164.271,22828.707,31260.572,23442.113,39143.47,37606.133,39233.96,7060.586,46845.195,42204.11,9399.508,62439.125,70480.23,14693.529,35244.15,57815.152,45219.94,36706.414,13141.805,69526.9,34215.04,58694.824,8656.637,52055.074,26393.742,27303.25
"11299_537.394_7.662",3766,3766,58922.51,32122.658,32274.467,3768.8672,3766,3766,3766,4317.0977,3766,3766,3766,3766,3766,10143.478,3766,3766,3766,5042.5195,3766,3766,57498.883,32358.705,13390.987,3766,3766,3766,15135.763,3766,3766,3766,7061.204,3801417.5,10759.483,3766,3766,27378.148,8790.215,12648.99
"11306_880.718_7.707",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,46294.426,3766,5260.248,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11307_1347.881_7.726",4830.0776,3766,468687.34,478426.94,3766,5253.7856,3766,3766,3766,920324.56,3766,3766,3766,3766,3766,355828.25,3766,3766,3766,18776.793,3766,3766,151728.48,186318.06,10418.059,3766,3766,3766,44191.914,3766,7605.7085,15387.038,38115.652,232136.56,400576.56,3766,3809.655,49166.965,44039.625,24979.666
"11308_1348.887_7.724",3766,3766,424958.8,439970.97,3766,3766,3766,3766,3766,603584.44,3766,3766,3766,3766,3766,332182.22,3835.4424,3766,3766,16510.771,3766,3766,138315.88,177183.84,11561.511,3766,3766,3766,40067.76,3766,5690.6216,13470.463,32630.479,3766,288379.7,3766,3766,46131.992,40534.15,21465.918
"11309_1100.758_7.735",77675.22,14967.119,3766,8491.225,19571.074,20764.436,8673.214,121104.99,106699.75,3766,28716.23,30516.049,24868.07,15513.093,23974.441,46475.758,3766,3766,258353.06,33553.598,62696.35,35164.805,42466.566,34233.816,176052.38,36429.07,55168.516,45510.89,26307.984,33259.23,29433.357,91902.695,54420.684,39084.82,20606.209,50133.777,40478.375,17655.072,17532.66,14113.7
"11319_726.466_7.725",7789.1636,5755.058,130703.83,133668,4935.757,12240.774,4064.123,5450.815,6437.637,160580.88,6913.55,11081.534,3766,4886.1343,8331.392,106974.19,3766,3766,8276.682,12023.459,6003.748,6177.548,65444.824,83259.52,18726.377,11876.091,7496.625,3879.7766,24812.01,3766,5422.049,17189.621,25417.328,87606.516,124355.03,4928.5503,6147.9683,31001.03,31949.975,21864.371
"11326_443.334_7.732",107997.32,99132.805,19676.115,42741.11,69381.42,104659.68,45282.723,109318.08,103229.63,26241.938,105443.16,70443.04,111078.86,822881.25,117071.625,97424.64,72201.75,63266.688,113940.38,43632.83,51609.09,115879.914,119012.43,29525.166,121351.766,101251.43,933441.5,103131.23,95114.3,98148.02,46892.51,60756.867,19276.258,9530.822,90065.84,105197.44,111773.35,60907.523,76478.086,110264.58
"11331_1301.319_7.743",3766,857763.06,6217.686,105426.6,148802.86,3766,397679,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4652.5044,4250.6216,7142.5825,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11333_981.279_7.742",1602295.5,568190.06,3766,48639.562,26879.654,1060772.6,206094.7,196405.08,184732.39,3766,227627.5,3766,3766,68361.66,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11336_514.875_7.755",22515.361,14414.251,3766,9098.742,22380.822,3766,5270.5312,39508.797,15469.998,3766,12510.948,20721.236,28992.24,11355.174,10716.434,10504.195,3766,3766,44686.883,33068.36,23691.506,43555.242,24309.43,14599.189,6150.383,173968.55,13476.508,25967.176,31732.12,32034.453,11989.576,25683.826,30662.406,38801.223,55942.875,26398.527,36909.04,22308.838,38994.83,25316.102
"11339_1032.771_7.746",19955.355,22436.764,3843.4028,6927.776,22982.621,31439.748,47595.934,28993.768,50302.164,3766,15785.756,61018.54,15071.069,39607.62,61728.06,13720.916,3809.8643,3766,41414.164,24274.152,21860.816,28859.56,14277.222,11839.152,41262.695,58695.43,31443.756,19763.096,30517.852,41155.93,48883.33,27987.926,49276.117,51543.86,44207.508,27437.729,46280.434,37247.297,11837.411,43887
"11341_768.634_7.736",6704.843,17835.527,21968.807,23498.662,80440.625,5906.7104,25915.012,3986.5754,14185.683,25537.084,7653.983,3766,3766,3766,3766,3766,188950.47,146706.55,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11342_753.422_7.726",17403.285,13859.003,178040.97,199179.33,14642.101,20318.738,15626.4795,18001.236,9891.373,111148.33,14248.254,14057.937,15607.299,16814.14,14348.335,177819.86,9820.182,6850.554,14259.741,27781.416,16018.661,15756.201,106302.21,125975.734,28790.793,15021.742,14625.017,7835.5957,40453.773,11424.423,16522.773,25178.672,40739.53,137720.22,197215.4,5191.7573,4818.2886,43363.152,42551.504,31238.482
"11343_982.276_7.754",257456.28,115749.81,3766,20730.67,5848.2397,104377.97,27844.145,248303.08,70687.41,3766,206222.11,3766,3766,101587.82,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11351_1076.226_7.765",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8856.34,3766,3766,132011.11,248048.52,205134.27,172584.23,1469013.9,441580.06,3766,3766,3766,3766,3766,3766,340503.88,344311,3766,3766,3766,3766,3766
"11353_980.278_7.742",1581114.1,121075.94,3766,134819.08,100963,1118021.8,38912.383,283880.53,156361.7,3766,1353251.9,3766,3766,95410.305,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11357_385.292_7.735",45416.17,21473.574,3766,16031.426,8957.108,92814.4,36868.492,35624.844,39031.242,3766,85690.15,4356.3936,46609.516,13701.379,89576.66,84464.94,4134.9873,5747.0312,22317.943,6004.1235,25344.902,20528.643,29647.572,14601.762,30096.727,51067.31,172894.33,3766,7139.6377,5474.21,28545.957,20456.086,28508.398,48425.97,43755.95,33970.05,38808.016,8403.871,96145.586,33170.727
"11358_927.188_7.721",3766,3766,59758.277,29711.137,142603.78,3766,87781.44,3766,3766,8963.201,3766,3766,3766,3766,3766,3766,46233.24,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11367_1056.296_7.768",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,49730.535,194539.12,85556.15,137550.94,1480697.2,309321.53,3766,3766,3766,3766,3766,3766,333059.53,352875.53,3766,3766,3766,3766,3766
"11370_702.863_7.777",464393.5,396836.22,37181.418,317487.9,324785.03,450826.2,349584.1,428482.78,426870.53,31695.66,461349.62,498313.12,495280.06,462789.47,479470.25,488321.38,141027.53,101273.17,501171.94,371930.34,494562.88,502745.16,536879.2,498961.62,499441.6,519567.62,513741,366448.72,383722.12,353783.78,427500.56,408932.88,417622.22,509935.9,556865.9,391466.84,1078960.5,406789.03,406720.97,420587.5
"11373_1374.343_7.757",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9378.118,3766,96526.62,57296.125,110777.79,38221.598,3766,3766,3766,3766,20287.748,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11374_929.187_7.761",3766,3766,50537.812,67883.82,69690.7,3766,323201.75,3766,3766,3766,3766,3766,3766,3766,3766,3766,23698.744,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11381_745.499_7.745",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4795.884,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6629.7334,3766,18540.99,9313.612
"11383_1077.224_7.778",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16607.072,239762.28,204556.47,167897.02,2005755.2,488496.53,3766,3766,3766,3766,3766,3766,320938.2,341444.88,3766,3766,3766,3766,3766
"11385_794.65_7.756",31398.842,547071,27994.281,83753.59,181231.27,8847.731,15184.145,8781.819,42316.117,506162.97,11707.79,10754.107,10503.433,36374.047,17255.723,12872.359,288927.4,212730.11,21668.926,3766,4445.6353,3766,9428.663,4824.3594,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11387_674.527_7.753",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9854.5,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"11391_567.892_7.768",70392.76,54473.977,3766,117426.57,188111.73,22001.055,90774.39,60522.21,32035.256,5144.7383,66340.086,63188.86,47272.87,55634.2,71391.78,26414.695,13120.601,3766,72200.94,61325.957,16648.77,51929.918,23809.092,29563.992,72959.93,287961.22,74382.18,162393.52,58032.24,159980.73,181902.86,56315.902,122081.11,59088.516,89317.35,94942.01,33849.043,28925.77,42016.746,48990.836
"11392_838.838_7.787",279366.06,228003.5,90673.89,231708.2,194376.08,268823.84,217152.22,274002.16,260361.16,22498.434,281084.62,293772.75,302558.3,288972.53,291267.88,303144.2,72376.65,4857.0977,298114.8,215224.11,294927.1,302350.97,336799.47,322880.7,327577.66,329069,320260.78,184546.92,220031.25,205298.16,678600.06,243870.75,249533.25,326733.9,286065.8,222284.33,237415.25,235458.97,247624.8,235874.6
"11393_635.879_7.772",233041.03,147971.55,14945.131,5464.4863,20174.441,193342.17,23770.016,101083.54,136746.55,3766,44454.09,63234,62780.71,33472.33,62017.004,66235.3,3766,3766,62363.7,107802.14,51778.805,15392.749,92630.555,49654.863,56352.5,24353.58,59751.598,139333.2,11726.488,12410.91,21648.484,39405.086,14348.944,92127.58,190210.42,23862.236,11411.811,35290.336,55112.96,44476.375
