"","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"35367_283.191_12.115",8115,8115,8115,150496.27,127251.42,127634.32,153422.95,184009.22,148077.11,115843.01,93249.95,113093.266,88595.945,90950.94,95363.67
"34212_283.191_11.694",8115,8115,8115,711479.1,1996319.9,930658.7,714916.2,765312.9,851117.5,1398669.5,724430.94,599110.2,1312986.8,1319965.1,611618.06
"35776_283.191_12.269",8115,8115,8115,179604.31,191690.55,196958.47,182791.73,196728.8,195501.77,142642.36,151941.62,131324.84,158121.47,123318.04,135340.38
"34900_283.191_11.952",8115,8115,8115,185958.78,180684.69,171254.73,256124.81,180849.48,152896.08,180415.58,135951.53,108538.23,158642.48,116775.06,93746.6
"37154_283.226_12.672",210723.95,364645.47,331831.9,284603.28,271271.3,237912.28,1065986.8,690189.6,431240.22,37606.016,62409.94,54940.434,8115,11040.446,8115
"36752_283.226_12.547",8733.47,16413.832,20729.914,145755.58,121945.94,160450.36,2486860,1152832.5,1924074.1,25125.6,32388.209,55870.664,14481.138,27557.4,17377.479
"33231_283.227_11.448",8115,8115,8115,13730.32,19586.059,11238.163,215070.61,195745.25,228518.73,8115,8115,8115,8115,8115,8115
"39389_283.264_13.888",86465.14,84152.38,82501.125,45795.145,41583.684,38206.273,25310.127,35554.89,36349.652,28169.033,26573.219,27620.895,8115,8115,8115
"7993_283.717_6.54",8115,8115,8115,126913.17,126566.76,145766.64,91098.414,117689.305,120963.414,114687.64,121249.31,100038.98,117228.74,118774.21,119130.914
"1243_284.113_4.868",8115,8115,8115,131479.97,122452.69,149158.52,37764.633,79296.17,40381.184,98835.766,72650.81,181808.11,48258.2,84008.484,55952.54
"641_284.126_2.054",8115,8115,8115,8115,8115,8115,95433.6,93541.92,102130.68,8115,8115,8115,8115,8115,8115
"5876_284.186_6.167",8115,8115,8115,77695.55,63060.56,69404.945,123849.97,78045.01,97387.266,46670.883,60823.188,92737.59,80459.734,56417.54,63525.78
"1786_284.186_5.159",8115,8115,8115,67979.71,101090.33,105223.62,129298.44,108368.67,89027.51,58462.11,48296.96,66294.875,77055.02,82382.766,83119.76
"2056_284.222_5.277",8115,8115,8115,29226.299,25759.889,25166.686,14643.456,12833.358,11706.42,41148.195,48694.875,55503.63,49127.664,45753.06,51505.945
"14123_285.076_7.459",8115,8115,8115,92328.984,72974.08,74439.96,80162.414,63218.066,71185.31,90981.95,82920.5,81333.06,66196.51,67754.23,87932.58
"13428_285.131_7.367",30438.947,32479.076,31493.168,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"263_285.145_0.818",8115,8115,8115,29388.36,183345.83,138260.28,20315.666,111195.734,149201.16,166568.03,132532.4,205843.3,142549.1,176888.52,204536.4
"510_285.145_1.334",8115,8115,8115,40788.082,13933.516,38994.32,49680.01,19039.91,40636.957,8115,47984.57,39752.875,22949.172,29353.658,26659.902
"356_285.145_1.03",8115,8115,8115,174568.17,280813.3,289289.47,241234.4,313788.03,92871.55,382870.03,315201.2,370836.06,313417.47,104607.45,98989.766
"4173_285.152_5.828",8115,8115,8115,21160.057,20144.875,23566.062,8115,8115,8115,50879.812,45754.836,65039.59,64780.64,61471.16,66610.54
"31370_285.185_10.91",8115,8115,8115,55935.71,27513.348,53598.76,25670.965,80144.94,80148.05,85128.54,146178.58,131292,83058.38,40199.996,115058.07
"31375_285.204_10.927",8115,8115,8115,202170.81,214941.3,222465.39,104268.28,206139.27,203166.94,184688.16,197624.17,203923.12,184156.19,205878.8,198014.75
"11191_285.217_7.033",43888.01,41782.996,39159.598,57425.953,71052.8,65228.344,227339.39,233458.2,239047.22,10407.316,10795.249,11993.09,8115,8115,8115
"37993_285.242_12.935",28034.8,15653.291,29764.44,47739.066,54411.22,43035.277,153205.7,114225.664,128158.1,8115,8439.128,8115,8115,8115,8115
"33622_285.242_11.543",53888.18,34828.887,37330.62,11696.235,13037.921,14507.158,16338.3125,16318.179,17850.873,14930.887,16410.574,17346.51,8115,17503.148,13591.674
"32031_285.243_11.103",29637.734,37131.223,32688.082,10500.256,11530.016,13579.379,37385.492,41586.91,39266.53,18418.066,19122.44,19897.203,15785.339,19787.975,13095.227
"10502_286.047_6.946",8115,8115,8115,72364.97,74980.57,83521.586,42099.19,52824.273,56557.395,71704.64,72121.34,81030.8,69674.016,63287.992,77194.53
"566_286.144_1.462",8115,8115,8115,589988.5,552089,548554.5,578511,573820.3,539670.94,417509.97,399583.06,386703.94,400316.8,394914.72,384396.72
"14863_286.165_7.56",8115,8115,8115,119800.1,125962.58,124946.53,148602.62,64809.19,140974.62,92706.68,81961.67,79084.38,53018.652,83924.1,33275.215
"10277_286.18_6.915",8115,8115,8115,125531.42,128397.21,147437.27,44137.594,72592.12,56291.223,150866.64,159373.83,129280.445,147946.81,146908.56,152898.1
"9074_286.18_6.718",8115,8115,8115,126165.5,121137.625,127413.88,15252.406,50909.86,33757.062,134568.53,118787.945,117783.766,106113.8,102685.78,96198.55
"20518_286.238_8.414",115926.2,113542.45,118408.96,8115,13313.25,15128.11,19997.96,20418.836,21531.648,8115,8115,8115,8115,8115,8115
"19137_286.238_8.202",174765.12,167597.19,184049.03,18982.152,16613.283,21330.723,27069.38,32224.176,32953.02,8115,8115,8115,8115,8115,8115
"18265_286.238_8.063",90574.71,102501.445,117555.164,10576.274,8115,13283.6875,15469.328,14492.608,16539.3,8115,8115,8115,8115,8115,8115
"37549_286.274_12.811",83502.02,80853.74,82998.46,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"33037_286.274_11.366",8115,8115,8115,316622.03,367897.47,328160.88,471098.78,430401.56,508973.47,302461.56,280016.16,284309.5,247525.25,291234.53,309250
"19524_287.055_8.26",8115,8115,8115,411583.28,433994.62,433578.53,222184.73,248476.58,277964.84,390176.6,447048.28,401030.12,414211.8,376829.97,455335.62
"16192_287.128_7.754",8115,8115,8115,110489.64,84623.87,145916,172623,103663.14,167062.56,237155.23,129677.29,138585.84,116765.04,133032,253231.6
"763_287.131_3.853",8115,8115,8115,57206.57,61026.26,58582.203,21092.768,25473.227,26086.998,29532.602,31964.777,29073.406,23088.135,29642.998,29703.705
"4458_287.139_5.896",8115,8115,8115,61705.098,63702.94,62967.38,72337.75,63020.414,68673.25,53781.336,49397.76,58950.176,77956.45,59796.88,71262.305
"664_287.16_2.216",8115,8115,8115,47059.797,43269.65,45122.36,49549.367,42764.1,47656.19,35654.812,36631.68,33496.043,34030.42,36805.152,30660.395
"36084_287.164_12.336",8115,8639.975,8115,44407.89,56067.797,61516.56,128618.25,117989.8,128194.41,32534.492,8115,28432.195,22864.484,9975.594,15455.562
"36403_287.2_12.462",8115,8115,8115,212214.53,207311.94,213165.62,293099.8,239557.28,249077.27,201264.16,171613.33,170583.06,66039.45,145199.5,229301.1
"35510_287.221_12.152",8115,8115,8115,27993.566,30553.508,33379.582,8115,8115,8705.634,40913,34414.1,36488.25,41473.83,42800.805,43971.195
"38441_287.221_13.117",8115,8115,8115,198944.84,193890.42,175237.94,235810.72,266140.4,206260.34,146877.36,135214.28,151490.66,118924.52,168773.77,142586.19
"17165_288.18_7.903",8115,8115,8115,69823.83,66022.875,68325.97,158695.12,122289.89,154160.62,42164.36,44282.28,47468.836,42915.773,55260.26,48003.312
"11968_288.181_7.145",8115,8115,8115,37029.812,38442.957,41771.594,191287.2,209676.77,193859.55,8115,9730.183,11001.544,8115,8115,8115
"16928_288.196_7.858",8115,8115,8115,51669.12,54157.906,46331.61,49032.35,72271.76,53772.516,34291.215,36655.16,57573.523,18586.494,13388.436,30214.879
"11876_288.196_7.121",8115,8115,8115,88652.08,114888.57,45395.656,74770.58,55455.273,43903.76,83082.4,109878.375,79098.47,78433.1,86442.83,128962.4
"29033_288.271_10.452",8115,8115,8115,42934.78,66262.53,36672.465,31325.54,37814.66,29914.926,35106.34,56977.297,33521.414,42983.836,24319.91,32147.955
"30012_288.271_10.606",8115,8115,8115,162080.28,154927.8,148665.31,158155.67,158282.86,149764.9,136333.34,156203.81,152920.16,134525.92,134827.25,116916.51
"30730_288.271_10.762",8115,8115,8115,244832.67,224076.98,236185.1,274304.53,263283.03,261111.16,228235.64,211770.75,191556,208732.55,225073.05,191991.83
"30705_288.275_10.758",8115,8115,8115,186777.64,203759.12,106898.71,210323.83,219690.5,196093.72,183557.66,161747.73,154811.14,88863.805,152200.97,123833.12
"29984_288.275_10.603",8115,8115,8115,99627.2,111436.195,117322.87,136186.62,134576.89,115290.586,91042.13,132786.27,85224.1,81708.78,119101.08,94050.74
"29386_288.275_10.451",8115,8115,8115,45735.184,39875.918,20288.37,15298.046,13877.3955,20871.764,10267.463,21907.572,18484.186,8115,9306.808,22476.777
"30735_288.29_10.766",33226.297,19289.97,38632.406,30465612,35474804,35609424,38631660,38057396,36938684,33941352,33409222,31959856,31399706,30331154,31027954
"30058_288.29_10.618",40210.38,25613.234,28649.328,22014310,21741644,22778724,22392878,22752970,22971194,20550286,20066120,20197288,18805690,18727372,18833138
"29114_288.29_10.453",16611.545,8115,8115,5508986,5527228.5,10117080,6228074.5,5955386.5,5701671,8937723,8932711,4907104,8307411,8424749,4918147
"39838_288.29_15.869",8115,8115,8115,63942.953,80595.805,99758.016,54000.91,147420.05,31877.71,143763.42,142399.97,157328.31,60973.184,143072.11,154387.9
"30736_288.305_10.769",8115,8115,8115,97411.945,86952.92,126954.5,74367.8,43875.805,145918.2,54172.215,122475.86,118339.74,109903,123853.9,137706.25
"30063_288.305_10.615",8115,8115,8115,119199.56,75916.83,78186.24,29657.16,37159.125,105910.66,76140.14,68118.12,109850.48,44899.45,52902.785,74798.61
"29420_288.305_10.444",8115,8115,8115,8115,17522.77,18419.033,10828.77,8212.929,8115,8115,17296.049,16387.176,18095.36,33004.906,8115
"30713_288.309_10.759",8115,8115,8115,220879.7,227311.39,190016.48,202585.83,212615.5,208973.08,195931.48,206420.94,210867.28,89982.08,188890.06,180561.53
"29992_288.309_10.604",8115,8115,8115,141048.48,142386.28,148777.69,142369.33,134804.8,148996.44,123925.9,121657.54,118294.29,110410.95,121114.08,131802.9
"29408_288.309_10.447",8115,8115,8115,31472.77,30785.469,34069.73,29198.205,10031.39,27209.352,53771.934,55866.527,29580.75,24130.322,42141.47,25214.785
"241_289.09_0.815",8115,8115,8115,53545.168,60886.24,57662.492,29694.656,67348.48,61431.375,37284.49,33880.5,38507.84,36908.336,38094.11,36552.367
"483_289.09_1.224",8115,8115,8115,8115,49630.105,27208.031,23208.127,16677.035,58710.086,8115,19035.686,31418.953,8115,25026.787,20307.973
"536_289.09_1.409",8115,8115,8115,16322.172,37971.26,48461.46,23026.12,22528.797,68962.5,15522.693,20021.373,40260.996,14044.837,22794.863,40426.945
"16940_289.107_7.872",8115,8115,8115,115612.18,62348.207,124814.07,115210.54,48260.957,162808.67,106369.234,109433.84,70466.79,27816.852,69969.97,60399.43
"1734_289.119_5.135",8115,8115,8115,72530.42,70450.055,51445.695,67002.24,83996.58,80797.375,41944.57,66227.85,47471.457,34005.285,49112.793,54045.426
"598_289.119_1.625",8115,8115,8115,104189.07,97488.805,63221.848,35073.42,35989.984,34908.055,112731.56,99124.72,108570.78,99326.91,110015.78,98424.09
"1617_289.126_5.077",8115,8115,8115,95145.92,95865.42,100309.22,135468.23,140866.19,161702.92,55009.516,71331.42,83738.195,65961.7,81916.04,70668.836
"335_289.14_1.025",8115,8115,8115,37203.08,77688.516,62390.066,92952.78,84626.49,39220.875,47619.105,45689.453,49998.176,57029.69,25363.09,30988.951
"9169_289.155_6.731",19160.59,18809.125,18732.127,65887.81,53382.67,50757.54,131864.22,120238.984,134465.84,26618.66,37649.535,20791.354,20483.559,21025.574,19570.61
"4895_289.154_5.981",13569.142,13212.271,11814.356,99389.375,113103.92,154850.66,17279.238,63423.176,77932.625,116710.72,130949.195,111500.33,107564.09,103327.12,175644.61
"2777_289.154_5.485",8115,8115,8115,110214.02,155303.7,112641.02,61066.043,52854.227,69243.31,112059.11,85218.66,119292.36,106696.89,101083.914,107175.01
"6785_289.155_6.334",8115,8115,8115,122983.76,133928.44,142612.39,57822.883,53826.113,70124.07,127009.58,114700.67,113372.04,117545.74,126135.02,120816.63
"2497_289.162_5.401",41639.773,44272.727,52371.23,8115,8115,15454.102,14563.444,9829.499,8352.949,8115,9119.145,8115,8115,8115,9469.414
"6125_289.176_6.118",508222.84,460977.97,495804.22,1749394.8,1886987.5,1965983.6,7162080.5,7205700,6197693,522409.06,529138.75,528594,176176.78,174268.16,183095.19
"2588_289.175_5.444",8115,8115,8115,26701.014,25937.01,24908.496,85170.555,87417.1,95047.07,14151.232,15417.014,15461.22,16943.418,19347.658,17821.615
"3008_289.176_5.553",8115,8115,8115,46910.234,51150.562,42483.203,189206.66,181352.48,177019.58,38650.797,27761.242,28441.076,36553.42,29896.174,29510.57
"34173_289.18_11.687",30782.277,46048.88,23875.375,71377.67,72055.76,143637.22,137135,131139.53,262108.23,91298.234,82659.11,91260.43,78780,30010.29,87285.14
"33086_289.18_11.382",126612.37,89156.34,72499.734,161527.08,305170.88,440988.9,491934.25,901638,642687,102819.03,189363.11,317197.47,366857.66,87402.51,100294.95
"34695_289.18_11.878",27650.225,41965.508,34276.977,140542.28,142236.25,352031.78,345019.94,201702.16,326826.56,97937.97,101549.68,96271.53,65353.777,82044.28,78607.9
"36315_289.18_12.402",26835.828,33352.734,23626.633,86015.69,81728.97,75261.445,216766.58,206841.05,191619.77,30214.865,47273.35,46249.21,38582.773,38987.824,37816.434
"33462_289.18_11.472",60476.367,57048.36,55947.35,157738.83,65520.36,130617.76,236988.22,227987.56,137532.19,207177.2,101016.02,96717.44,69208.47,87220.75,77093.445
"28081_289.18_10.104",41052.773,55903.777,55304.184,99565.88,77879.78,79787.516,117243.836,107586.06,110222.516,80140.08,63350.234,67280.08,146024.78,23464.668,74820.945
"21289_289.18_8.531",26426.8,27505.742,30531.584,16103.008,10099.132,8115,11479.136,37057.35,32136.223,18210.805,43977.37,34891.535,33877.082,32598.152,32765.928
"22094_289.18_8.682",36848.445,31620.523,41158.766,16103.008,26415.764,16152.421,16325.133,26744.084,58137.35,11607.401,12799.428,21625.662,18827.902,15608.124,47955.33
"5298_289.195_6.104",8115,8115,8115,8115,8115,8115,41792.02,20708.225,36293.664,8115,8115,8115,8115,8115,8115
"35189_289.216_12.047",85932.836,96808.63,98032.16,186098.53,221909.03,201568.92,495223.7,517864.72,474045,231491.62,104930.41,139337.36,50649.945,161692.9,55722.812
"37399_289.216_12.756",14639.559,14231.011,14080.435,290799.56,306542.6,437628.1,394461.75,863179.2,867867.5,114435.08,298207.03,76456.3,176068.84,265871.62,414831.53
"38197_289.216_13.024",38880.316,34398.93,30272.863,173596.97,108100.195,104468.34,204107,203823.05,205043.8,56439.99,108101.734,59619.438,29333.023,37125.047,94043.69
"38668_289.216_13.215",8115,15998.789,10287.292,183665.83,155603.52,165208.28,119741.96,203468.69,178378.77,95590.92,94828.13,106843.44,52588.4,58608.61,42806.125
"1079_290.123_4.718",8115,8115,8115,61276.234,65701.25,67296.445,40467.023,35776.277,59711.69,47105.54,44289.67,37310.68,35899.445,37000.875,36385.44
"639_290.123_2.019",8115,8115,8115,100134.664,99348.57,104199.72,118077.98,118040.99,114071.336,48520.973,49165.38,53758.727,32451.275,30932.068,34176.504
"746_290.123_3.606",158536.31,156042.75,155951.1,165628.5,161876.81,160125.39,523575.5,518799.06,513816.94,52660.027,53532.926,54584.875,21394.89,22190.21,19198.275
"679_290.123_2.401",8115,8115,8115,78303.5,72465.34,77096.88,31986.963,34908.953,34682.875,33449.46,36694.336,33210.18,20609.014,29621.996,26153.168
"2135_290.142_5.305",8115,8115,8115,173411.5,187881.77,192154.52,82949.07,85304,75261.11,141499.31,145186.52,120950.37,113112.21,112168.47,121815.24
"3675_290.15_5.717",8115,8115,8115,21699.08,29300.27,25376.55,23609.562,18518.467,22929.39,15440.795,15058.98,18294.94,18667.207,21863.93,19610.07
"2397_290.16_5.376",8115,8115,8115,21777.133,16691.73,18701.684,25556.488,19431.201,21871.676,16401.344,18286.934,16610.195,19438.664,18687.766,19907.945
"3778_290.16_5.742",8115,8115,8115,158389.72,168318.2,158106.52,146494.14,150257.8,151502.31,174371.27,163957.61,149385.23,157015.75,154894.39,143587.64
"3730_290.175_5.734",8115,8115,8115,123142.65,90556.2,126460.86,162429.42,133323.9,130814.836,124993.78,123027,64424.41,57853.06,96486.86,65162.727
"18720_290.188_8.14",8115,8115,8115,68514.24,82860.31,83194.516,51097.844,53538.402,56079.332,45324.445,49664.977,48648.38,58975.152,50536.703,55959.61
"10657_290.196_6.964",8115,8115,8115,28920.074,32568.164,30274.158,268015.94,269927.12,281213.78,8115,8339.381,8115,8115,8115,8115
"10770_290.212_6.974",8115,8115,8115,99918.74,65903.71,102995.74,129132.586,122384.2,118826.55,81630.36,111372.805,48522.46,74990.37,96204.445,84126.46
"12744_290.212_7.253",8115,8115,8115,149837.5,130726.984,148999.55,187993.83,192240.6,202283.28,96810.2,113998.695,117667.27,90755.58,103801.63,53418.594
"19022_290.212_8.206",70783.586,69898.766,68015.586,22641.346,12270.143,9776.799,60522.336,59967.48,55803.19,8311.317,8115,8768.363,8115,8812.005,8115
"22283_290.212_8.704",19007.03,19753.816,27480.305,8115,8115,8115,20540.436,18006.934,25263.309,8115,8115,8115,8115,8115,8115
"30992_290.248_10.824",28636.656,27592.77,30073.31,8115,8115,8115,28592.18,26509.135,23640.139,8115,8115,8115,8115,8115,8115
"28984_290.269_10.364",3333762,3429963,3418052.5,18193.457,21183.271,20213.568,8115,8115,8115,8115,8115,8115,8115,8115,8115
"628_291.119_1.961",8115,8115,8115,8115,8115,8115,83901.695,90664.33,93048.84,8115,8115,8115,8115,8115,8115
"11647_291.123_7.104",8115,8115,8115,73525.16,170608.28,83329.05,167887.28,139133.62,83234.56,60295.805,139610.83,157911.75,141699.83,344488.2,144919.42
"15973_291.123_7.743",8115,8115,8115,177294.84,879748.44,152304.42,202635.88,33131.297,172563.12,150266.34,157434.17,149640.06,131753.75,124119.46,56247.375
"14445_291.123_7.516",8115,8115,8115,177653.47,138353.28,174270.11,192683.28,73369.74,39374.312,1177251,451358.2,153515.8,150858.1,575672.9,150890.75
"8845_291.123_6.699",8115,8115,8115,105797.53,142817.56,131838.53,77782.67,136616.97,139397.58,171500.78,44458.24,138221.14,121424.84,82135.34,101893.2
"20240_291.123_8.358",8115,8115,8115,168461.45,162761.8,64430.91,526215.8,70203.58,223369.28,145871.55,152013.5,137054.53,138553.66,137115.05,145327.38
"17139_291.123_7.904",8115,8115,8115,136411.12,176608.73,292255.1,37374.17,160252.66,196909.64,156496.9,280994.94,150963.02,146479.75,134899.94,318303.38
"1421_291.134_4.986",8115,8115,8115,575807.56,586342.3,610380.75,119874.05,439766.06,391289.38,572616,353130.03,569404.75,581370.4,394558.7,442093.56
"3967_291.134_5.793",8115,8115,8115,210901.47,674080.3,463939.84,774833.44,255380.27,242668.9,617607.3,436415.12,559953.7,590464.3,243501.6,185278.31
"11152_291.134_7.023",8115,8115,8115,109677.12,101768.3,120142.01,46532.85,46808.957,54500.418,72443.945,53946.832,71571.68,45779.824,85182.266,41848.633
"8646_291.134_6.645",8115,8115,8115,164556.44,163757.72,172364.45,142590.31,147846.16,260432.17,98098.7,169235.33,74388.17,132208.75,125110.586,47072.574
"12166_291.134_7.165",8115,8115,8115,50029.633,37771.996,45697.984,59170.1,52758.92,46412.094,66025.59,39095.08,39947.555,57429.668,58517.113,46264.824
"37166_291.195_12.691",95988.234,107520.12,114836.76,313986.16,321946.66,244427.27,908413,934684.9,959664.56,86539.37,103781.266,86764.836,38205.06,70846.03,32692.174
"34538_291.195_11.807",253560.75,110034.51,95338.82,309924.4,266514.5,277756.34,107274.38,118238.62,94663.5,59624.4,57124.926,47764.723,62196.05,41445.766,43512.992
"34244_291.195_11.708",107702.72,97992.24,62513.867,114363.47,107358.28,106097.875,321979.5,360167.94,328790.47,126990.234,80084.516,58260.227,65701.586,61317.492,67230.766
"32927_291.195_11.341",203064.66,218380.5,216797.67,115216.91,134283.05,195701.33,283756.2,267060.88,229290.08,314291.84,56015.273,289925.9,58172.17,65947.69,67119.766
"24414_291.195_9.138",25239.404,27018.166,22675.55,21432.537,16782.7,18297.836,72804.586,73367.16,76733.414,19645.004,8398.02,8115,8115,8115,11476.223
"30778_291.195_10.785",50476.85,35295.01,50712.914,22120.424,145381.89,63700.625,98521.336,90455.92,103284.64,38973.695,86455.34,21629.668,11074.682,29909.635,27735.977
"26736_291.196_9.721",58167.027,97641.3,74368.35,25740.414,44433.05,24589.844,38023.406,51653.17,25724.629,32190.35,19485.312,25265.172,15836.565,12106.754,8115
"32034_291.196_11.112",160323.34,161321.44,164572.8,78748.95,156398.17,103366.055,182542.95,132025.2,127312.28,70366.07,68753.2,78199.06,42676.25,37399.227,60817.76
